PUMFID;CERTLEVP;REG_INST;REG_RESP;PGMCIPAP;PGM_P034;PGM_P036;PGM_P100;PGM_P111;PGM_280A;PGM_280B;PGM_280C;PGM_280D;PGM_280E;PGM_280F;PGM_290;PGM_350;PGM_380;PGM_P401;PGM_410;PGM_415;PGM_430;COV_010;COV_070;COV_080;EDU_010;EDU_P020;HLOSINTP;STL_010;STL_020;STULOANS;STL_030;OWESLGD;OWEGVIN;STL_080;STL_100A;STL_100B;STL_100C;STL_100D;STL_130;STL_150;STL_160B;STL_160C;STL_160D;STL_160E;STL_160F;STL_160G;STL_160H;STL_160I;STL_160J;STL_160L;STLP160N;SRCFUND;STL_170A;STL_170B;STL_170C;STL_170D;STL_170E;STL_170F;STL_170G;STL_170H;STL_170I;STL_170J;STL_170L;STLP170N;RESPP;STL_190;DBTOTGRD;DBTALGRD;DBTOTINT;DBTALINT;SCHOLARP;LMA_010;LFSTATP;LMA2_07;LMA3_P01;LFCINDP;LFCOCCP;LFWFTPTP;LMA6_05;LMA6_08;JOBQLEVP;JOBQLGRD;JOBQLINT;LMA6_11;LMA6_12;LMA6_13A;LMA6_13B;LMA6_13C;JOBINCP;LMA6_15;AFT_P010;AFT_P020;AFT_P040;AFT_050;AFT_070;AFT_080;AFT_090;BEF_P140;BEF_160;PREVLEVP;HLOSGRDP;PAR1GRD;PAR1INT;PAR2GRD;PAR2INT;GRADAGEP;GENDER2;MS_P01;MS_P02;CTZSHIPP;VISBMINP;PERSINCP;DDIS_FL;WTPF;VERDATE
76402;2;4;4;5;2;1;2;6;2;2;2;2;2;1;1;1;2;3;4;6;1;1;1;1;2;6;2;1;1;1;96;0;0;6;6;6;6;6;6;2;2;1;2;1;1;2;2;2;2;2;2;3;1;6;2;6;1;2;6;6;6;6;6;6;6;6;6;0;6;0;2;2;1;2;1;5;2;1;1;1;0;1;1;3;1;2;4;2;3;2;0;6;6;6;6;6;6;1;6;2;2;1;1;1;1;3;2;1;1;1;2;3;1;35.8878;15MAY2024
76403;2;4;4;1;1;6;1;2;2;2;2;2;2;1;2;1;2;2;3;3;1;6;2;1;1;1;2;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;1;2;1;1;2;3;2;6;6;6;6;1;6;1;6;2;2;6;6;2;6;6;6;6;6;1;1;2;1;5;5;2;2;3;2;2;2;1;2;2;4;4;1;1;6;6;6;6;6;6;6;4;6;1;2;1;1;1;1;4;2;1;1;1;2;1;1;11.0339;15MAY2024
76406;3;4;4;4;2;1;1;2;2;2;2;2;2;1;1;1;2;2;7;3;1;2;1;1;2;6;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;1;1;1;2;2;2;2;2;2;3;2;6;6;2;1;1;6;6;6;6;6;6;6;6;6;6;6;6;1;2;1;2;1;5;5;1;1;7;2;1;1;2;1;3;2;1;5;1;6;6;6;6;6;6;6;4;6;3;3;1;1;1;1;3;2;1;1;1;2;4;2;11.0609;15MAY2024
76408;2;4;3;5;2;1;2;6;2;2;2;2;2;1;1;2;1;3;6;5;1;2;1;2;2;6;2;1;1;1;96;3;3;2;6;6;6;1;4;2;2;1;2;1;1;2;1;1;1;2;2;3;1;6;1;6;2;2;6;2;2;2;6;6;6;2;3;3;2;3;1;2;1;2;1;3;2;1;1;3;0;1;1;1;2;1;2;1;4;2;2;1;1;1;2;2;1;1;6;6;2;1;1;1;1;3;1;2;2;1;2;4;2;14.6602;15MAY2024
76409;1;4;4;8;2;1;2;6;2;2;2;2;2;1;1;1;2;3;4;3;1;6;1;2;2;6;1;1;1;1;96;0;0;6;6;6;6;6;6;2;2;2;2;1;1;2;2;1;2;2;2;3;1;6;6;6;2;2;6;6;1;6;6;6;6;6;0;0;0;0;3;2;1;2;1;4;5;1;1;2;2;1;3;3;2;2;3;1;5;1;6;6;6;6;6;6;6;1;6;3;3;1;1;1;1;3;2;2;2;1;2;5;2;15.8521;15MAY2024
76410;3;4;4;9;1;6;1;2;2;2;2;2;2;1;1;2;2;2;2;3;1;1;1;1;2;6;3;1;1;1;96;4;3;2;6;6;6;1;3;2;2;1;2;2;1;2;1;2;2;2;2;3;1;6;2;6;6;1;6;2;6;6;6;6;6;2;6;4;6;3;6;2;1;2;1;7;4;1;1;2;3;2;2;1;2;1;2;1;4;1;6;6;6;6;6;6;6;3;2;2;3;2;2;2;2;2;2;2;2;1;2;4;2;10.9444;15MAY2024
76411;2;4;4;10;1;6;2;6;2;2;2;2;2;1;2;1;2;1;9;2;1;6;1;1;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;1;2;1;1;10;1;1;2;9;1;1;3;2;1;1;1;4;2;1;2;1;1;1;6;3;1;6;6;2;9;9;9;9;1;1;2;2;1;1;4;2;28.9464;15MAY2024
76414;1;2;2;5;1;6;2;6;2;2;2;2;2;1;1;2;2;1;2;3;2;2;1;2;1;1;1;2;6;2;4;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;1;2;1;2;2;1;1;1;0;1;1;2;2;1;4;2;2;1;6;6;6;6;6;6;6;1;6;3;3;3;3;3;3;3;1;2;2;9;1;2;2;42.7542;15MAY2024
76415;1;4;4;5;2;1;2;6;1;2;2;2;2;2;1;1;2;1;1;4;1;2;3;1;1;1;2;2;6;2;2;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;1;2;1;1;2;1;1;1;0;1;1;1;1;1;1;1;5;1;6;6;6;6;6;6;6;1;6;6;1;3;3;3;3;4;2;2;1;1;2;5;2;31.2001;15MAY2024
76416;2;3;1;6;1;6;2;6;2;2;2;2;2;1;2;2;2;2;4;1;1;2;2;1;1;1;2;1;1;1;96;4;4;2;1;2;2;6;4;2;1;1;1;1;2;2;2;2;2;1;2;3;1;2;2;2;2;6;6;6;6;6;1;6;2;6;6;4;6;4;2;1;1;2;1;6;7;2;1;6;0;1;1;2;1;2;2;2;1;1;6;6;6;6;6;6;6;3;6;6;2;1;1;1;1;1;2;2;2;2;1;1;2;74.4574;15MAY2024
76418;1;1;1;5;1;6;2;6;1;1;1;1;2;2;1;1;2;2;8;3;1;2;1;2;2;6;1;1;1;1;96;3;0;2;6;6;6;1;6;2;2;2;2;2;1;2;1;2;2;2;2;3;2;6;6;6;6;1;6;1;6;6;6;6;6;2;6;3;6;0;6;2;1;2;2;99;2;2;9;99;9;9;9;1;6;6;6;6;96;6;0;6;6;6;6;6;6;1;6;2;2;1;1;1;1;4;2;1;9;2;1;2;2;10.7483;15MAY2024
76419;2;4;4;7;2;1;1;1;2;2;2;2;2;1;2;1;2;2;1;3;1;2;3;2;1;1;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;4;3;1;1;1;2;2;1;1;2;2;2;2;5;2;1;2;1;1;1;6;1;1;3;6;2;2;1;3;1;1;1;2;2;2;2;5;2;18.4018;15MAY2024
76420;1;4;4;7;1;6;2;6;2;2;2;2;2;1;1;2;2;1;2;3;1;2;4;2;2;6;1;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;1;2;1;6;7;2;1;2;9;1;1;3;2;4;3;1;1;2;0;6;6;6;6;6;6;1;6;2;2;3;3;3;3;1;1;2;2;1;2;1;2;11.3166;15MAY2024
76421;3;4;4;1;2;1;2;6;2;2;2;2;2;1;1;1;2;3;3;3;2;2;4;1;2;6;3;1;2;2;96;6;6;6;6;6;6;6;6;6;1;2;2;1;1;2;2;1;1;2;2;3;6;2;6;6;2;1;6;6;2;2;6;6;2;6;3;3;1;1;4;2;1;2;1;5;5;1;2;1;3;2;2;1;2;3;2;3;5;2;1;1;1;1;1;6;1;1;6;6;3;1;1;1;1;3;2;1;2;1;2;5;1;10.1105;15MAY2024
76422;3;4;4;8;1;6;2;6;2;2;1;2;2;2;1;1;2;1;4;2;1;6;4;1;2;6;3;2;6;2;4;6;6;6;6;6;6;6;6;6;2;2;1;1;2;1;1;2;2;2;2;3;2;6;6;1;2;6;1;2;6;6;6;6;6;2;6;6;6;6;1;2;1;2;1;4;3;1;1;2;2;1;1;1;1;2;4;1;3;2;2;3;1;1;1;6;3;3;1;2;3;2;2;1;1;2;2;2;2;9;1;3;1;10.1104;15MAY2024
76425;1;4;4;8;1;6;2;6;9;9;9;9;9;9;2;2;2;2;2;3;1;2;1;1;2;6;1;1;1;1;96;1;0;2;6;6;6;1;6;2;1;2;2;1;1;2;1;2;2;2;2;3;1;1;6;6;2;2;6;2;6;6;6;6;1;2;6;1;6;0;1;2;1;2;1;2;7;1;1;8;0;1;1;3;2;3;3;3;2;1;6;6;6;6;6;6;6;1;6;6;1;3;3;3;3;1;1;2;2;2;1;1;2;20.3788;15MAY2024
76426;1;2;2;5;1;6;1;3;2;2;2;2;2;1;1;1;2;1;3;3;1;2;4;2;2;6;1;1;1;1;96;2;2;2;6;6;6;1;4;1;2;1;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;2;6;2;1;2;1;7;5;1;1;5;1;2;2;1;2;2;2;2;3;2;1;2;1;1;2;2;1;3;6;6;1;2;2;2;2;1;2;1;1;1;2;2;2;24.5109;15MAY2024
76433;2;4;4;9;2;1;1;2;2;2;2;2;2;1;1;2;2;1;2;3;1;2;1;1;2;6;2;1;1;1;96;3;0;2;1;2;2;6;6;2;2;1;2;2;1;2;1;2;2;2;2;3;1;6;2;6;6;2;6;1;6;6;6;6;6;1;3;4;0;0;6;2;1;2;1;7;4;1;1;1;2;2;3;1;2;2;4;2;99;2;1;1;1;1;1;6;1;1;4;2;2;3;3;3;3;2;2;2;2;1;1;99;1;28.1453;15MAY2024
76434;3;3;3;6;2;1;1;2;2;2;2;2;2;1;1;2;2;1;1;1;1;2;1;2;2;6;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;1;2;1;4;3;1;1;1;2;1;1;2;2;2;2;3;5;1;6;6;6;6;6;6;6;1;4;2;3;1;1;1;1;2;2;2;2;2;1;5;2;17.8098;15MAY2024
76435;1;4;4;8;1;6;2;6;2;2;2;2;2;1;2;2;2;1;3;1;2;2;2;1;2;6;1;2;6;2;2;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;2;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;2;2;1;1;1;6;2;2;4;9;1;1;1;1;1;3;1;1;1;2;1;1;1;11.0691;15MAY2024
76439;2;4;4;5;2;1;2;6;2;2;2;2;2;1;1;2;2;1;3;6;2;2;1;2;1;1;2;1;1;1;96;3;0;2;6;6;6;1;6;2;2;2;2;2;1;2;2;2;2;1;2;3;1;6;6;6;6;2;6;6;6;6;1;6;6;6;6;3;6;0;6;2;1;2;1;2;2;1;1;7;0;1;1;2;2;3;1;1;5;1;6;6;6;6;6;6;6;1;6;9;2;1;1;1;1;2;2;1;2;1;2;4;2;16.402;15MAY2024
76441;2;4;4;6;1;6;1;1;2;2;2;2;2;1;1;1;2;2;3;3;1;2;1;1;1;1;2;1;1;1;96;0;3;6;6;6;6;6;6;2;2;2;2;1;1;1;2;2;1;2;2;3;2;6;6;6;1;1;2;6;6;2;6;6;6;6;6;0;6;3;3;1;3;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;4;2;1;1;2;2;2;3;6;1;2;1;1;1;1;2;2;1;2;1;2;2;2;24.8149;15MAY2024
76444;1;3;3;2;1;6;2;6;2;2;2;2;2;1;2;2;2;1;2;2;1;2;1;2;1;1;2;2;6;2;6;6;6;6;6;6;6;6;6;6;2;1;2;1;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;3;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;0;6;6;6;6;6;6;4;1;6;1;1;1;1;1;4;2;1;1;3;1;1;2;116.8425;15MAY2024
76447;2;2;2;1;1;6;1;2;2;2;2;2;2;1;1;2;2;2;2;3;2;2;1;2;2;6;2;1;1;1;96;4;3;2;6;6;6;1;4;2;2;1;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;6;3;6;2;1;2;1;5;5;1;1;2;2;2;2;1;1;2;4;2;4;1;6;6;6;6;6;6;6;3;6;2;2;1;1;1;1;4;2;1;1;2;2;99;2;47.0045;15MAY2024
76448;2;2;2;5;1;6;2;6;2;2;2;2;2;1;1;2;2;1;7;5;2;2;1;2;1;1;2;2;6;2;5;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;3;2;1;1;8;2;2;2;2;2;1;2;2;99;2;1;3;1;1;1;6;1;3;6;6;2;2;2;1;1;1;1;2;2;1;2;99;2;65.5945;15MAY2024
76450;3;4;4;2;1;6;2;6;1;2;2;2;2;2;1;2;2;3;6;1;1;6;1;2;2;6;3;2;6;2;5;6;6;6;6;6;6;6;6;6;1;2;2;1;1;2;2;2;2;2;2;3;2;2;6;6;2;1;6;6;6;6;6;6;9;6;6;6;6;6;1;2;1;1;1;3;5;1;1;1;3;2;2;1;2;1;2;1;5;1;6;6;6;6;6;6;6;1;6;6;3;1;1;1;1;4;1;1;1;1;2;5;2;10.3255;15MAY2024
76451;2;4;4;9;1;6;1;2;2;2;2;2;2;1;1;1;2;1;3;3;2;2;2;1;1;1;2;2;6;2;1;6;6;6;6;6;6;6;6;6;1;1;1;1;1;2;1;2;2;2;2;3;2;1;2;2;2;1;6;2;6;6;6;6;4;2;6;6;6;6;1;1;1;2;1;7;5;1;1;1;1;1;1;1;2;2;3;1;3;1;6;6;6;6;6;6;6;3;6;6;2;1;1;1;1;1;2;2;2;1;2;3;1;17.8564;15MAY2024
76452;1;3;3;4;1;6;1;2;2;1;2;2;2;2;2;2;2;1;1;3;1;2;4;1;2;6;1;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;1;1;2;2;2;3;2;6;6;6;6;1;6;1;2;6;6;6;6;2;0;0;0;0;6;2;3;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;0;6;6;6;6;6;6;1;6;2;2;3;3;2;2;3;1;2;2;1;2;1;1;117.06;15MAY2024
76457;2;4;4;5;1;6;2;6;2;2;1;2;2;2;1;2;2;1;4;3;1;2;1;2;1;1;2;1;1;1;96;3;3;2;6;6;6;1;5;2;2;2;2;2;1;2;2;1;1;2;2;3;2;6;6;6;6;1;6;6;1;2;6;6;6;6;4;4;0;3;6;2;1;2;1;4;2;1;1;2;2;2;2;1;2;2;5;1;3;1;6;6;6;6;6;6;6;1;4;6;2;1;1;1;1;2;1;2;2;1;2;4;1;28.4479;15MAY2024
76458;3;3;3;9;1;6;2;6;2;2;2;2;1;2;1;1;2;1;2;3;1;2;2;1;1;1;3;1;1;1;96;4;4;2;6;6;6;1;3;2;1;2;1;1;1;1;1;2;2;2;2;3;1;2;6;2;2;2;1;2;6;6;6;6;3;1;2;4;2;4;3;1;1;2;1;5;5;2;2;3;3;2;1;2;2;2;2;2;1;2;3;2;1;1;2;2;2;3;6;2;3;2;1;1;1;2;2;1;2;1;2;2;1;18.7587;15MAY2024
76459;1;4;4;5;1;6;2;6;2;1;2;2;2;2;1;1;2;3;7;1;1;2;1;2;2;6;1;1;1;1;96;1;1;2;1;2;2;6;2;2;2;1;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;6;1;6;2;1;1;1;5;2;1;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;6;2;1;6;6;1;3;3;3;3;1;2;2;2;2;1;2;2;11.3747;15MAY2024
76461;2;3;3;2;1;6;2;6;2;2;2;2;2;1;1;2;2;2;1;1;2;2;1;2;2;6;2;1;1;1;96;4;3;2;6;6;6;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;6;3;6;2;1;2;1;3;7;1;1;6;0;1;1;3;2;2;2;2;3;1;6;6;6;6;6;6;6;3;4;6;2;2;2;1;1;1;2;2;2;1;2;2;2;105.656;15MAY2024
76464;2;4;4;1;1;6;1;2;2;2;2;2;2;1;1;1;2;1;2;3;1;2;1;1;2;6;2;1;1;1;96;4;4;2;6;6;6;1;4;2;2;1;2;2;2;2;1;2;2;2;2;3;1;6;2;6;6;6;6;1;6;6;6;6;6;1;2;4;2;4;6;2;1;2;1;5;5;1;1;3;2;2;2;1;2;2;2;2;3;1;6;6;6;6;6;6;6;3;5;6;2;1;1;1;1;1;2;2;2;1;2;3;1;15.308;15MAY2024
76465;2;4;4;9;1;6;1;2;2;2;2;2;2;1;2;1;2;2;3;3;1;2;1;2;1;1;2;1;1;1;96;4;4;1;9;9;9;9;2;2;2;2;2;2;1;2;1;1;2;2;2;3;2;6;6;6;6;2;6;1;1;6;6;6;6;2;4;4;0;4;6;2;1;1;2;7;4;1;6;96;6;6;6;1;6;6;6;6;96;6;0;6;6;6;6;6;6;1;3;2;2;1;1;1;1;2;1;2;2;2;1;5;2;31.4462;15MAY2024
76466;2;4;4;5;2;5;2;6;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;1;2;6;2;2;6;2;3;6;6;6;6;6;6;6;6;6;1;2;2;2;1;2;1;2;2;2;2;3;2;1;6;6;6;1;6;2;6;6;6;6;3;2;6;6;6;6;6;2;1;2;1;4;2;1;1;2;0;1;1;1;2;1;4;1;2;1;6;6;6;6;6;6;6;3;3;1;2;2;2;1;1;1;2;2;1;1;2;2;1;11.4904;15MAY2024
76471;1;2;2;4;1;6;2;6;2;1;2;2;2;2;1;2;2;1;3;3;2;2;1;2;2;6;1;1;1;1;96;2;0;2;6;6;6;1;6;2;9;9;9;9;9;9;9;9;9;9;9;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;2;1;2;2;2;10;1;6;96;6;6;6;3;6;6;6;6;96;6;0;6;6;6;6;6;6;4;6;9;1;1;1;1;1;4;1;1;1;2;1;1;2;19.9249;15MAY2024
76472;2;1;1;2;1;6;2;6;2;2;2;2;2;1;1;2;2;1;2;3;1;2;1;1;2;6;2;1;1;1;96;4;4;2;6;6;6;1;4;2;2;2;2;2;2;2;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;4;6;4;6;2;1;2;1;4;2;1;1;6;2;2;2;1;2;2;5;2;3;2;2;2;1;1;1;6;3;3;3;6;2;3;3;2;2;1;2;2;2;1;2;3;1;10.7203;15MAY2024
76473;3;3;9;7;1;6;2;6;2;2;2;2;2;1;2;2;2;3;1;3;1;2;1;1;2;6;3;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;2;1;1;1;1;2;2;2;2;3;2;1;6;6;1;2;2;2;6;6;6;6;3;2;6;6;6;6;4;2;1;2;1;4;3;1;1;1;2;1;1;1;2;2;1;1;4;1;6;6;6;6;6;6;6;3;2;2;3;3;3;1;1;2;2;2;2;1;2;3;1;12.4732;15MAY2024
76475;1;2;2;7;1;6;1;1;2;2;2;2;2;1;1;1;2;3;2;2;1;6;1;2;1;1;3;1;1;1;96;2;3;1;6;6;6;1;3;1;2;2;2;2;1;2;1;1;1;2;2;3;2;6;6;6;6;2;6;1;1;2;6;6;6;2;2;3;4;4;6;1;2;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;3;1;1;1;2;2;1;3;3;6;1;2;1;1;1;1;1;2;2;1;2;1;2;43.0979;15MAY2024
76479;2;2;2;5;1;6;2;6;2;2;2;2;2;1;1;2;2;1;1;3;1;2;3;1;1;1;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;1;5;1;1;2;2;2;1;1;1;2;2;1;3;1;6;6;6;6;6;6;6;3;2;1;2;1;1;1;1;1;1;2;2;1;2;3;2;58.2681;15MAY2024
76481;1;1;1;4;1;6;1;2;2;2;2;2;2;1;1;2;2;1;5;4;1;2;1;2;2;6;1;1;1;1;96;4;4;2;1;2;2;6;4;2;2;1;2;2;1;2;2;2;2;2;1;3;1;6;1;6;6;2;6;6;6;6;6;9;6;6;6;4;6;4;6;2;1;1;1;3;5;1;2;3;1;1;2;1;2;2;2;3;2;1;6;6;6;6;6;6;6;1;6;2;2;2;2;1;1;2;2;1;1;1;2;99;1;10.5124;15MAY2024
76483;1;4;4;9;1;6;2;6;2;2;2;2;2;1;2;1;2;1;9;6;2;1;5;2;2;6;1;1;1;1;96;4;2;2;1;2;2;6;1;2;2;1;2;1;2;2;2;2;2;2;2;3;1;6;1;6;2;6;6;6;6;6;6;6;6;6;6;4;6;2;1;2;1;2;1;1;4;1;1;1;1;2;2;1;1;2;1;1;2;2;4;2;1;1;1;6;1;4;6;1;1;1;1;1;1;3;2;2;1;2;1;1;1;22.538;15MAY2024
76484;1;3;3;9;1;6;2;6;2;2;2;2;2;1;1;2;2;2;5;2;1;2;2;2;2;6;1;1;1;1;96;1;0;2;6;6;6;1;6;2;2;1;2;2;1;2;1;2;2;2;2;3;2;6;1;6;6;1;6;2;6;6;6;6;6;2;6;1;6;0;6;2;1;2;1;2;7;2;1;8;0;1;1;3;2;2;4;2;1;1;6;6;6;6;6;6;6;1;4;6;1;1;1;1;1;2;2;2;2;3;1;1;2;142.9236;15MAY2024
76486;2;4;4;6;1;6;2;6;2;2;2;2;2;1;1;1;2;1;2;3;1;2;1;1;1;1;3;1;1;1;96;4;4;2;1;1;1;6;4;2;2;1;2;1;1;2;2;2;2;2;2;3;1;6;1;6;2;2;6;6;6;6;6;6;6;6;6;4;6;4;1;2;1;2;1;4;3;1;1;1;2;2;1;3;2;2;2;2;4;2;4;1;1;2;2;2;3;3;3;6;2;3;3;2;1;1;2;2;2;2;1;3;1;14.3932;15MAY2024
76487;1;4;4;9;1;6;1;2;2;2;2;2;2;1;2;2;2;1;2;1;1;2;1;2;2;6;1;1;1;1;96;3;0;2;6;6;6;1;6;2;2;2;2;2;2;2;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;9;9;9;9;9;6;2;1;2;1;7;4;1;1;2;0;1;1;1;1;1;4;2;2;1;6;6;6;6;6;6;6;3;6;6;1;1;1;1;1;4;1;1;1;2;1;3;1;47.929;15MAY2024
76488;2;4;4;9;2;4;2;6;2;2;2;2;2;1;1;1;2;2;3;3;1;2;1;1;2;6;2;1;1;1;96;4;3;2;1;2;2;6;4;2;2;1;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;6;3;6;2;1;1;2;7;4;2;6;96;6;6;6;1;6;6;6;6;96;6;4;2;1;1;2;3;3;3;2;6;2;1;1;1;1;1;1;2;2;2;2;1;1;31.4462;15MAY2024
76493;2;1;1;9;1;6;1;2;2;2;2;2;2;1;2;2;2;1;3;2;1;2;1;2;2;6;2;1;1;1;96;4;4;1;6;6;6;1;3;1;2;2;2;1;1;2;1;2;2;2;2;3;2;6;6;6;1;1;6;2;6;6;6;6;6;2;6;4;6;4;3;1;1;2;1;7;4;1;2;3;2;2;2;1;2;3;4;1;3;1;6;6;6;6;6;6;6;3;3;2;2;3;3;1;1;2;1;1;2;1;2;3;1;11.5889;15MAY2024
76497;2;3;3;4;1;6;1;2;2;2;2;2;2;1;1;2;2;1;1;3;2;2;1;1;1;1;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;1;1;2;1;2;2;2;2;3;2;6;6;6;1;2;6;1;6;6;6;6;6;2;6;6;6;6;3;2;1;2;1;3;3;1;1;3;3;3;2;2;2;1;1;2;3;1;6;6;6;6;6;6;6;3;2;6;2;3;2;3;2;1;1;2;2;1;2;3;2;87.8112;15MAY2024
76498;2;2;2;5;2;1;2;6;2;2;2;2;2;1;1;2;2;2;2;3;1;2;1;2;2;6;2;1;1;1;96;0;0;6;6;6;6;6;6;2;2;2;2;2;1;2;2;2;2;1;2;3;2;6;6;6;6;1;6;6;6;6;1;6;6;6;6;0;6;0;6;2;1;2;1;2;2;1;1;7;9;1;1;1;2;1;1;1;5;1;6;6;6;6;6;6;6;1;6;6;2;1;1;1;1;4;1;1;2;1;2;5;2;48.6135;15MAY2024
76500;2;4;4;6;1;6;2;6;2;2;2;2;2;1;1;1;2;1;3;3;1;2;2;2;1;1;3;1;1;1;96;0;0;6;6;6;6;6;6;2;2;1;2;1;2;1;2;2;2;2;2;3;2;6;2;6;1;6;1;6;6;6;6;6;6;6;6;0;6;0;4;1;3;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;1;2;1;1;2;2;1;3;1;6;2;3;2;3;1;1;2;2;2;3;1;2;1;19.7653;15MAY2024
76501;3;4;4;8;2;1;2;6;2;2;2;2;2;1;1;2;2;1;2;2;1;2;1;2;2;6;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;1;2;1;3;10;1;1;1;2;1;1;2;1;1;2;1;5;2;0;6;6;6;6;6;6;1;6;3;3;1;1;1;1;4;1;2;1;2;1;5;2;11.4866;15MAY2024
76502;2;2;2;5;1;6;1;2;2;2;2;2;2;1;1;2;2;2;2;3;1;2;1;1;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;2;2;1;1;7;3;3;3;1;2;1;1;1;3;2;2;2;1;1;1;6;1;5;6;1;2;1;1;1;1;1;2;2;2;1;2;3;2;62.8791;15MAY2024
76503;1;4;4;7;1;6;2;6;2;2;2;2;2;1;1;2;2;1;3;5;2;1;2;1;1;1;1;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;2;2;2;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;3;6;6;6;6;6;6;2;1;2;1;4;3;1;1;7;1;2;2;2;3;5;5;4;2;1;6;6;6;6;6;6;6;1;5;6;1;3;3;1;1;1;1;2;2;1;2;1;1;11.075;15MAY2024
76504;3;2;2;4;2;1;2;6;2;2;2;2;2;1;1;2;2;3;6;3;1;2;1;1;2;6;3;1;1;1;96;0;0;6;6;6;6;6;6;2;2;2;2;2;1;2;1;2;2;2;2;3;2;6;6;6;6;1;6;1;6;6;6;6;6;2;6;0;6;0;6;1;1;2;1;3;3;1;1;7;3;2;3;2;2;1;2;1;5;2;1;1;1;1;1;6;3;1;6;3;3;1;1;1;1;3;2;1;2;1;2;99;2;10.3078;15MAY2024
